iid,gender,condtn,match,age,field,field_cd,race,imprace,imprelig,income,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum
393,0,2,0,22,Writing: Literary Nonfiction,6,2,4,8,"65,693.00",7,1,Writing or Editorial,6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,1,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
394,0,2,0,24,Creative Writing (Nonfiction),6,2,1,6,"45,736.00",4,2,writer/editor,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,1,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,1,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
395,0,2,0,33,NonFiction Writing,6,2,1,2,"33,906.00",4,2,writer/editor,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,
396,0,2,0,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,0,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,0,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,0,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,0,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,0,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,0,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,0,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,0,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,0,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,0,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,1,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,0,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,0,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,0,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,0,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,1,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
396,0,2,0,25,Theatre Management & Producing,15,4,1,5,"50,501.00",7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,
397,1,2,0,24,Law,1,2,3,2,,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,
397,1,2,0,24,Law,1,2,3,2,,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,
397,1,2,0,24,Law,1,2,3,2,,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,
397,1,2,0,24,Law,1,2,3,2,,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,
397,1,2,1,24,Law,1,2,3,2,,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,
397,1,2,0,24,Law,1,2,3,2,,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,
397,1,2,0,24,Law,1,2,3,2,,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,
397,1,2,1,24,Law,1,2,3,2,,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,
397,1,2,0,24,Law,1,2,3,2,,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,
397,1,2,0,24,Law,1,2,3,2,,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,
397,1,2,0,24,Law,1,2,3,2,,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,
397,1,2,1,24,Law,1,2,3,2,,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,
397,1,2,0,24,Law,1,2,3,2,,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,
397,1,2,0,24,Law,1,2,3,2,,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,
397,1,2,0,24,Law,1,2,3,2,,5,2,Lawyer,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,
398,1,2,0,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,0,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,0,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,0,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,0,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,1,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,1,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,0,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,1,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,0,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,1,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,0,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,0,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,1,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,1,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,0,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,0,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
398,1,2,0,29,Business (MBA),8,2,7,2,,3,1,Consultin \ Management,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,
399,1,2,0,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
399,1,2,0,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
399,1,2,0,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
399,1,2,0,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
399,1,2,0,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
399,1,2,0,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
399,1,2,0,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
399,1,2,0,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
399,1,2,0,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
399,1,2,1,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
399,1,2,0,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
399,1,2,0,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
399,1,2,0,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
399,1,2,0,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
399,1,2,0,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
399,1,2,0,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
399,1,2,0,29,Business,8,2,1,1,"48,785.00",4,2,Consulting,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,
400,1,2,1,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,0,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,0,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,0,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,1,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,1,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,0,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,0,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,1,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,0,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,1,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,0,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,0,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,0,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,0,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,0,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,1,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
400,1,2,0,26,Business,8,2,7,7,,4,2,Entrepreneur,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,
401,1,2,0,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
401,1,2,0,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
401,1,2,0,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
401,1,2,0,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
401,1,2,0,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
401,1,2,0,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
401,1,2,0,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
401,1,2,0,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
401,1,2,0,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
401,1,2,1,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
401,1,2,0,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
401,1,2,0,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
401,1,2,0,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
401,1,2,0,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
401,1,2,0,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
401,1,2,0,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
401,1,2,0,31,Business,8,2,1,1,,4,1,Consulting,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,
402,1,2,1,29,Mathematics,2,4,1,1,,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,
402,1,2,0,29,Mathematics,2,4,1,1,,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,
402,1,2,0,29,Mathematics,2,4,1,1,,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,
402,1,2,0,29,Mathematics,2,4,1,1,,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,
402,1,2,0,29,Mathematics,2,4,1,1,,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,
402,1,2,0,29,Mathematics,2,4,1,1,,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,
402,1,2,0,29,Mathematics,2,4,1,1,,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,
402,1,2,0,29,Mathematics,2,4,1,1,,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,
402,1,2,0,29,Mathematics,2,4,1,1,,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,
402,1,2,0,29,Mathematics,2,4,1,1,,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,
402,1,2,0,29,Mathematics,2,4,1,1,,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,
402,1,2,0,29,Mathematics,2,4,1,1,,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,
402,1,2,0,29,Mathematics,2,4,1,1,,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,
402,1,2,0,29,Mathematics,2,4,1,1,,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,
402,1,2,0,29,Mathematics,2,4,1,1,,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,
402,1,2,0,29,Mathematics,2,4,1,1,,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,
403,1,2,0,22,Financial Engineering,5,2,6,6,,5,3,Work in an investment bank,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,
403,1,2,0,22,Financial Engineering,5,2,6,6,,5,3,Work in an investment bank,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,
403,1,2,0,22,Financial Engineering,5,2,6,6,,5,3,Work in an investment bank,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,
403,1,2,0,22,Financial Engineering,5,2,6,6,,5,3,Work in an investment bank,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,
403,1,2,0,22,Financial Engineering,5,2,6,6,,5,3,Work in an investment bank,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,
403,1,2,0,22,Financial Engineering,5,2,6,6,,5,3,Work in an investment bank,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,
403,1,2,0,22,Financial Engineering,5,2,6,6,,5,3,Work in an investment bank,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,
403,1,2,0,22,Financial Engineering,5,2,6,6,,5,3,Work in an investment bank,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,
403,1,2,0,22,Financial Engineering,5,2,6,6,,5,3,Work in an investment bank,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,
403,1,2,0,22,Financial Engineering,5,2,6,6,,5,3,Work in an investment bank,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,
403,1,2,0,22,Financial Engineering,5,2,6,6,,5,3,Work in an investment bank,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,
403,1,2,0,22,Financial Engineering,5,2,6,6,,5,3,Work in an investment bank,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,
